B,G,R,TONE
118,149,204,mild
119,147,201,mild
112,140,194,mild
113,139,193,mild
112,139,190,mild
113,137,189,mild
116,138,190,mild
118,140,192,mild
118,139,190,mild
119,137,190,mild
110,154,208,mild
107,151,205,mild
111,155,209,mild
117,155,209,mild
117,155,209,mild
108,146,200,mild
117,155,209,mild
113,140,191,mild
112,139,190,mild
116,139,189,mild
114,137,187,mild
119,142,192,mild
115,133,186,mild
113,152,207,mild
114,153,208,mild
110,151,206,mild
107,148,203,mild
108,149,204,mild
117,155,209,mild
114,152,206,mild
117,155,209,mild
117,155,209,mild
116,154,208,mild
118,154,208,mild
112,141,192,mild
112,139,189,mild
118,145,195,mild
118,145,195,mild
110,137,187,mild
107,134,184,mild
114,139,189,mild
108,129,181,mild
115,152,208,mild
116,154,208,mild
116,152,206,mild
118,149,200,mild
117,147,196,mild
115,145,194,mild
112,142,191,mild
117,144,194,mild
114,136,188,mild
114,147,203,mild
119,155,209,mild
119,155,209,mild
113,149,203,mild
115,153,207,mild
108,125,181,mild
113,147,201,mild
113,151,205,mild
107,122,178,mild
102,119,176,mild
102,121,178,mild
106,125,182,mild
101,121,179,mild
107,127,185,mild
106,124,183,mild
102,119,176,mild
108,122,180,mild
111,128,185,mild
112,129,186,mild
112,129,186,mild
111,128,185,mild
112,129,186,mild
113,130,187,mild
113,130,187,mild
114,131,188,mild
114,131,188,mild
115,132,189,mild
114,131,188,mild
113,130,187,mild
111,128,185,mild
110,127,184,mild
118,132,190,mild
117,131,189,mild
117,129,187,mild
117,148,203,mild
112,150,204,mild
116,154,208,mild
107,118,175,mild
109,123,181,mild
104,118,176,mild
107,121,179,mild
106,118,176,mild
113,121,180,mild
112,120,179,mild
114,122,181,mild
115,126,184,mild
119,130,188,mild
118,129,187,mild
119,131,189,mild
117,129,187,mild
116,128,186,mild
116,128,186,mild
117,129,187,mild
117,129,187,mild
119,130,188,mild
117,125,184,mild
113,151,205,mild
113,151,205,mild
115,153,207,mild
106,116,170,mild
110,119,176,mild
111,120,177,mild
111,120,177,mild
112,121,178,mild
113,122,179,mild
115,119,177,mild
118,120,178,mild
119,128,185,mild
119,128,185,mild
118,129,186,mild
119,130,187,mild
113,151,205,mild
114,152,206,mild
117,155,209,mild
116,149,199,mild
111,116,171,mild
112,119,174,mild
115,120,175,mild
116,121,176,mild
117,121,179,mild
118,122,180,mild
112,150,204,mild
113,151,205,mild
116,154,208,mild
115,119,172,mild
116,122,175,mild
118,122,175,mild
119,123,176,mild
111,149,203,mild
112,150,204,mild
115,153,207,mild
116,151,201,mild
113,117,170,mild
116,120,173,mild
119,123,176,mild
119,123,176,mild
111,149,203,mild
111,149,203,mild
114,152,206,mild
112,116,169,mild
114,118,171,mild
117,121,172,mild
119,123,174,mild
119,123,174,mild
113,151,205,mild
112,150,204,mild
114,152,206,mild
112,116,169,mild
113,117,170,mild
113,117,170,mild
115,119,172,mild
118,122,173,mild
118,122,173,mild
119,123,174,mild
116,154,208,mild
114,152,206,mild
115,153,207,mild
110,116,169,mild
112,118,171,mild
113,119,172,mild
114,118,169,mild
115,119,170,mild
117,121,172,mild
118,122,173,mild
118,122,173,mild
119,123,174,mild
116,154,208,mild
116,154,208,mild
111,117,170,mild
113,119,172,mild
114,120,173,mild
114,118,169,mild
115,119,170,mild
117,121,172,mild
117,121,172,mild
117,121,172,mild
118,122,173,mild
119,126,181,mild
116,156,209,mild
111,117,170,mild
113,119,172,mild
115,121,174,mild
114,120,173,mild
114,120,173,mild
113,119,172,mild
113,119,172,mild
114,120,173,mild
114,120,173,mild
115,121,174,mild
111,117,170,mild
114,120,173,mild
115,121,174,mild
114,120,173,mild
114,120,173,mild
114,120,173,mild
115,121,174,mild
115,121,174,mild
117,123,176,mild
117,123,176,mild
112,118,171,mild
114,120,173,mild
114,120,173,mild
114,120,173,mild
114,120,173,mild
114,120,173,mild
116,122,175,mild
117,123,176,mild
119,125,178,mild
115,154,209,mild
110,116,169,mild
112,118,171,mild
111,117,170,mild
111,117,170,mild
112,118,171,mild
113,119,172,mild
115,121,174,mild
117,123,176,mild
119,125,178,mild
118,145,202,mild
111,149,207,mild
116,153,209,mild
115,154,209,mild
110,116,169,mild
111,117,170,mild
113,119,172,mild
116,122,175,mild
118,124,177,mild
119,125,178,mild
114,151,209,mild
116,153,209,mild
110,116,169,mild
112,118,171,mild
114,120,173,mild
116,122,175,mild
118,124,177,mild
119,122,177,mild
110,116,169,mild
110,116,169,mild
110,116,169,mild
111,117,170,mild
113,119,172,mild
115,121,174,mild
116,122,175,mild
117,123,176,mild
119,122,177,mild
112,118,171,mild
112,118,171,mild
112,118,171,mild
113,119,172,mild
114,120,173,mild
115,121,174,mild
117,123,176,mild
118,124,177,mild
118,121,176,mild
118,150,209,mild
111,117,170,mild
111,117,170,mild
111,117,170,mild
112,118,171,mild
114,120,173,mild
116,122,175,mild
118,124,177,mild
119,125,178,mild
117,149,208,mild
111,117,170,mild
111,117,170,mild
111,117,170,mild
112,118,171,mild
114,120,173,mild
116,122,175,mild
118,124,177,mild
119,125,178,mild
110,116,169,mild
110,116,169,mild
111,117,170,mild
112,118,171,mild
114,120,173,mild
116,122,175,mild
117,123,176,mild
119,125,178,mild
118,153,209,mild
118,159,208,mild
110,116,169,mild
110,116,169,mild
111,117,170,mild
112,118,171,mild
113,119,172,mild
115,121,174,mild
117,123,176,mild
118,124,177,mild
116,150,209,mild
114,151,209,mild
117,152,208,mild
110,116,169,mild
110,116,169,mild
111,117,170,mild
113,119,172,mild
115,121,174,mild
117,123,176,mild
118,124,177,mild
112,150,208,mild
113,150,208,mild
113,151,209,mild
116,153,209,mild
110,116,169,mild
111,117,170,mild
112,118,171,mild
114,120,173,mild
116,122,175,mild
117,123,176,mild
118,148,205,mild
112,150,208,mild
113,151,209,mild
117,157,209,mild
117,157,209,mild
117,157,209,mild
110,116,169,mild
112,118,171,mild
114,120,173,mild
116,122,175,mild
117,123,176,mild
119,122,177,mild
119,122,177,mild
117,150,206,mild
114,157,208,mild
114,157,208,mild
117,160,209,mild
116,159,208,mild
110,116,169,mild
112,118,171,mild
114,120,173,mild
116,122,175,mild
117,123,176,mild
119,122,177,mild
118,121,176,mild
118,121,176,mild
119,122,177,mild
119,122,177,mild
119,135,188,mild
119,153,207,mild
114,157,208,mild
114,157,208,mild
115,158,207,mild
115,158,207,mild
113,117,170,mild
115,119,172,mild
116,120,173,mild
117,121,174,mild
116,120,173,mild
116,120,173,mild
119,122,177,mild
118,121,176,mild
116,119,174,mild
115,118,173,mild
117,120,175,mild
116,130,183,mild
116,147,202,mild
112,154,207,mild
114,156,209,mild
111,155,208,mild
111,155,208,mild
111,155,208,mild
112,156,209,mild
118,157,209,mild
117,156,208,mild
118,157,209,mild
118,159,208,mild
117,157,209,mild
113,117,170,mild
115,119,172,mild
116,120,173,mild
116,120,173,mild
116,120,173,mild
115,119,172,mild
118,121,176,mild
119,122,177,mild
118,121,176,mild
117,120,175,mild
116,119,174,mild
117,120,175,mild
118,121,176,mild
119,122,177,mild
116,128,182,mild
117,149,202,mild
112,154,207,mild
113,155,208,mild
111,155,208,mild
111,155,208,mild
111,155,208,mild
112,156,209,mild
117,157,209,mild
117,156,208,mild
117,156,208,mild
118,157,209,mild
114,156,209,mild
112,116,169,mild
114,118,171,mild
115,119,172,mild
115,119,172,mild
115,119,172,mild
114,118,171,mild
117,120,175,mild
117,120,175,mild
117,120,175,mild
117,120,175,mild
117,120,175,mild
116,119,174,mild
116,119,174,mild
116,119,174,mild
118,121,176,mild
118,121,176,mild
118,121,176,mild
119,122,177,mild
119,122,177,mild
114,126,180,mild
118,150,203,mild
111,153,206,mild
114,156,209,mild
114,156,209,mild
113,155,208,mild
112,154,207,mild
113,155,208,mild
114,156,209,mild
111,155,208,mild
112,156,209,mild
114,156,209,mild
113,117,170,mild
114,118,171,mild
114,118,171,mild
114,118,171,mild
113,117,170,mild
116,119,174,mild
116,119,174,mild
115,118,173,mild
115,118,173,mild
115,118,173,mild
116,119,174,mild
117,120,175,mild
117,120,175,mild
119,122,177,mild
118,121,176,mild
117,120,175,mild
116,119,174,mild
117,120,175,mild
118,121,176,mild
114,126,180,mild
119,151,204,mild
111,153,206,mild
111,153,206,mild
111,153,206,mild
111,153,206,mild
112,154,207,mild
113,155,208,mild
111,155,208,mild
112,157,208,mild
113,117,170,mild
113,117,170,mild
112,116,169,mild
112,116,169,mild
115,118,173,mild
115,118,173,mild
115,118,173,mild
115,118,173,mild
115,118,173,mild
117,120,175,mild
118,121,176,mild
119,122,177,mild
119,122,177,mild
118,121,176,mild
117,120,175,mild
116,119,174,mild
116,119,174,mild
117,120,175,mild
118,121,176,mild
119,122,177,mild
115,127,181,mild
110,152,205,mild
110,152,205,mild
110,152,205,mild
111,153,206,mild
113,155,208,mild
114,156,209,mild
113,155,208,mild
117,156,208,mild
116,155,207,mild
112,116,169,mild
113,116,171,mild
113,116,171,mild
114,117,172,mild
115,118,173,mild
116,119,174,mild
117,120,175,mild
118,121,176,mild
118,121,176,mild
117,120,175,mild
117,120,175,mild
117,120,175,mild
117,120,175,mild
117,120,175,mild
117,120,175,mild
118,121,176,mild
119,122,177,mild
118,120,174,mild
118,120,174,mild
114,126,180,mild
110,152,205,mild
109,151,204,mild
110,152,205,mild
113,155,208,mild
114,156,209,mild
117,156,208,mild
114,117,172,mild
116,119,174,mild
116,119,174,mild
116,119,174,mild
116,119,174,mild
116,119,174,mild
116,119,174,mild
117,120,175,mild
118,121,176,mild
119,122,177,mild
119,122,177,mild
119,122,177,mild
119,122,177,mild
117,119,173,mild
115,117,171,mild
119,121,175,mild
113,125,179,mild
119,153,206,mild
108,152,205,mild
110,152,205,mild
112,154,207,mild
116,156,209,mild
114,117,172,mild
115,118,173,mild
115,118,173,mild
114,117,172,mild
113,116,171,mild
114,117,172,mild
115,118,173,mild
118,121,176,mild
119,122,177,mild
119,122,177,mild
119,122,177,mild
115,117,171,mild
114,116,170,mild
117,119,173,mild
111,123,177,mild
119,153,206,mild
108,152,205,mild
110,152,205,mild
113,155,208,mild
116,156,209,mild
119,161,208,mild
113,116,171,mild
114,117,172,mild
114,117,172,mild
114,117,172,mild
114,117,172,mild
114,117,172,mild
116,119,174,mild
116,119,174,mild
116,119,174,mild
116,119,174,mild
117,120,175,mild
118,121,176,mild
119,122,177,mild
119,121,175,mild
118,120,174,mild
118,120,174,mild
118,120,174,mild
111,123,177,mild
116,150,203,mild
110,154,207,mild
112,154,207,mild
111,153,206,mild
114,154,207,mild
116,156,209,mild
119,161,208,mild
113,116,171,mild
114,117,172,mild
114,117,172,mild
114,117,172,mild
114,117,172,mild
115,118,173,mild
115,118,173,mild
115,118,173,mild
116,119,174,mild
116,119,174,mild
118,121,176,mild
119,122,177,mild
119,121,175,mild
119,121,175,mild
119,121,175,mild
118,120,174,mild
118,120,174,mild
118,120,174,mild
118,120,174,mild
118,120,174,mild
111,123,177,mild
117,151,204,mild
110,154,207,mild
112,156,209,mild
113,116,171,mild
114,117,172,mild
114,117,172,mild
114,117,172,mild
115,118,173,mild
115,118,173,mild
115,118,173,mild
115,118,173,mild
116,119,174,mild
117,120,175,mild
118,121,176,mild
119,122,177,mild
116,118,172,mild
117,119,173,mild
117,119,173,mild
117,119,173,mild
117,119,173,mild
117,119,173,mild
118,120,174,mild
118,120,174,mild
119,121,175,mild
119,121,175,mild
119,121,175,mild
110,122,176,mild
117,151,204,mild
109,153,206,mild
110,154,207,mild
117,155,209,mild
117,153,207,mild
118,154,208,mild
113,116,171,mild
113,116,171,mild
114,117,172,mild
114,117,172,mild
114,117,172,mild
114,117,172,mild
114,117,172,mild
115,118,173,mild
116,119,174,mild
118,121,176,mild
118,121,176,mild
114,116,170,mild
115,117,171,mild
115,117,171,mild
116,118,172,mild
116,118,172,mild
117,119,173,mild
117,119,173,mild
118,120,174,mild
117,119,173,mild
117,119,173,mild
118,120,174,mild
119,121,175,mild
119,121,175,mild
118,120,174,mild
117,119,173,mild
108,120,174,mild
118,152,205,mild
108,152,205,mild
108,152,205,mild
116,152,206,mild
118,154,208,mild
113,116,171,mild
113,116,171,mild
113,116,171,mild
113,116,171,mild
114,117,172,mild
115,118,173,mild
117,120,175,mild
117,120,175,mild
114,116,170,mild
114,116,170,mild
115,117,171,mild
115,117,171,mild
116,118,172,mild
117,119,173,mild
117,119,173,mild
117,119,173,mild
115,117,171,mild
116,118,172,mild
117,119,173,mild
117,119,173,mild
117,119,173,mild
117,119,173,mild
116,118,172,mild
106,118,172,mild
117,151,204,mild
105,152,204,mild
108,152,205,mild
113,116,171,mild
113,116,171,mild
113,116,171,mild
115,118,173,mild
116,119,174,mild
117,120,175,mild
115,117,171,mild
115,117,171,mild
116,118,172,mild
116,118,172,mild
116,118,172,mild
116,118,172,mild
116,118,172,mild
117,119,173,mild
114,116,170,mild
114,116,170,mild
115,117,171,mild
115,117,171,mild
115,117,171,mild
115,117,171,mild
114,116,170,mild
104,118,171,mild
116,150,203,mild
105,152,204,mild
109,153,206,mild
118,160,207,mild
113,116,171,mild
114,117,172,mild
115,118,173,mild
116,119,174,mild
117,119,173,mild
117,119,173,mild
117,119,173,mild
117,119,173,mild
116,118,172,mild
116,118,172,mild
116,118,172,mild
116,118,172,mild
114,116,170,mild
114,116,170,mild
114,116,170,mild
114,116,170,mild
103,117,170,mild
114,148,201,mild
106,153,205,mild
111,155,208,mild
113,155,202,mild
109,116,173,mild
112,116,174,mild
113,117,175,mild
114,119,174,mild
116,121,176,mild
115,120,175,mild
117,120,175,mild
114,119,174,mild
116,119,174,mild
113,118,173,mild
115,118,173,mild
112,117,172,mild
111,116,171,mild
113,116,171,mild
113,147,201,mild
108,152,206,mild
113,154,209,mild
114,153,208,mild
111,153,200,mild
106,117,175,mild
107,118,176,mild
108,119,177,mild
107,118,176,mild
109,117,176,mild
107,118,176,mild
108,116,175,mild
105,116,174,mild
105,116,174,mild
117,147,206,mild
110,148,206,mild
112,150,208,mild
113,151,209,mild
109,152,201,mild
111,154,205,mild
101,117,176,mild
102,118,177,mild
101,117,176,mild
101,117,176,mild
101,116,178,mild
101,117,176,mild
100,116,175,mild
115,146,207,mild
110,147,207,mild
112,148,208,mild
112,149,209,mild
103,121,174,mild
118,141,203,mild
114,138,198,mild
106,129,191,mild
107,131,191,mild
107,130,192,mild
108,132,192,mild
108,131,193,mild
108,132,192,mild
107,130,192,mild
97,130,193,mild
112,129,192,mild
112,129,192,mild
111,129,194,mild
113,129,195,mild
113,131,196,mild
113,131,196,mild
112,130,195,mild
112,130,195,mild
102,130,195,mild
110,124,190,mild
111,125,191,mild
109,125,192,mild
112,125,193,mild
114,130,197,mild
118,133,202,mild
118,133,202,mild
114,129,198,mild
99,126,193,mild
116,128,194,mild
117,130,198,mild
116,129,197,mild
115,127,197,mild
116,128,198,mild
115,129,201,mild
115,129,201,mild
114,128,200,mild
103,128,198,mild
119,131,201,mild
117,129,201,mild
117,129,201,mild
117,131,203,mild
110,135,205,mild
119,131,203,mild
119,160,209,mild
117,160,209,mild
117,160,209,mild
115,161,209,mild
115,154,206,mild
112,151,203,mild
114,153,205,mild
111,151,200,mild
110,150,199,mild
119,159,208,mild
119,159,208,mild
110,150,198,mild
109,149,198,mild
117,157,205,mild
119,159,207,mild
111,152,197,mild
109,149,197,mild
116,157,202,mild
116,157,202,mild
112,153,198,mild
117,158,203,mild
115,139,205,mild
119,143,209,mild
118,159,204,mild
117,157,209,mild
103,143,208,mild
102,142,207,mild
102,142,207,mild
99,139,204,mild
103,144,207,mild
106,147,209,mild
104,143,205,mild
110,147,209,mild
109,146,208,mild
101,143,208,mild
102,141,209,mild
100,139,207,mild
97,134,202,mild
96,135,209,mild
100,135,201,mild
99,134,200,mild
97,132,198,mild
98,135,209,mild
95,130,196,mild
97,134,208,mild
95,130,196,mild
96,133,207,mild
98,133,199,mild
97,134,208,mild
101,136,202,mild
98,135,209,mild
102,137,203,mild
96,133,207,mild
102,137,203,mild
96,133,207,mild
102,137,203,mild
98,135,209,mild
101,136,202,mild
101,136,202,mild
101,136,202,mild
101,136,202,mild
101,136,202,mild
102,137,203,mild
107,142,208,mild
107,142,208,mild
108,144,208,mild
108,145,205,mild
102,139,199,mild
103,143,208,mild
103,141,199,mild
107,145,203,mild
107,144,204,mild
106,143,203,mild
106,143,205,mild
106,142,206,mild
106,141,207,mild
106,141,207,mild
107,142,206,mild
106,141,197,mild
105,141,205,mild
115,149,202,mild
112,146,206,mild
106,141,207,mild
118,151,200,mild
111,144,200,mild
98,133,196,mild
100,135,203,mild
116,136,171,mild
113,135,171,mild
111,131,172,mild
111,127,173,mild
109,125,172,mild
108,123,172,mild
105,123,170,mild
103,124,169,mild
119,143,171,mild
115,140,172,mild
112,136,172,mild
110,130,171,mild
107,126,169,mild
104,123,168,mild
107,142,208,mild
118,144,168,mild
119,147,171,mild
114,143,170,mild
111,139,170,mild
108,132,168,mild
103,125,166,mild
115,146,167,mild
112,143,168,mild
108,138,167,mild
117,149,208,mild
104,124,189,mild
97,117,182,mild
96,116,181,mild
98,118,183,mild
102,122,187,mild
106,126,191,mild
107,127,192,mild
103,126,188,mild
111,134,196,mild
108,134,194,mild
105,130,192,mild
103,129,189,mild
103,128,190,mild
105,131,191,mild
110,135,197,mild
114,140,200,mild
117,142,204,mild
110,136,196,mild
110,135,197,mild
119,147,171,mild
119,150,205,mild
96,124,189,mild
99,127,192,mild
108,138,203,mild
112,142,207,mild
103,133,198,mild
100,129,198,mild
95,124,193,mild
99,128,197,mild
95,124,193,mild
95,122,189,mild
100,128,192,mild
101,129,190,mild
104,131,195,mild
109,137,198,mild
115,142,206,mild
117,145,206,mild
115,142,206,mild
111,139,200,mild
112,139,203,mild
112,140,201,mild
113,140,204,mild
115,143,204,mild
118,145,209,mild
118,145,182,mild
118,145,172,mild
98,134,204,mild
96,128,194,mild
98,129,192,mild
99,130,193,mild
102,133,196,mild
105,136,199,mild
108,139,202,mild
108,139,202,mild
108,139,202,mild
110,141,204,mild
111,142,205,mild
112,143,206,mild
115,146,209,mild
115,143,184,mild
112,140,171,mild
117,143,167,mild
96,131,195,mild
97,132,196,mild
97,132,196,mild
97,132,196,mild
99,134,198,mild
103,138,202,mild
106,141,205,mild
103,138,202,mild
104,139,203,mild
107,142,206,mild
109,144,208,mild
119,148,209,mild
110,139,184,mild
109,137,172,mild
116,143,170,mild
112,143,166,mild
119,152,202,mild
96,134,198,mild
99,137,202,mild
98,136,200,mild
96,134,199,mild
97,135,199,mild
100,138,203,mild
104,142,206,mild
101,139,204,mild
103,141,205,mild
105,143,208,mild
107,145,209,mild
114,145,208,mild
108,137,182,mild
108,136,171,mild
116,143,170,mild
112,142,167,mild
116,149,199,mild
95,135,207,mild
95,136,205,mild
95,135,200,mild
100,139,207,mild
101,141,206,mild
99,138,206,mild
97,137,202,mild
98,137,205,mild
100,140,205,mild
106,137,182,mild
106,134,169,mild
119,146,173,mild
118,142,170,mild
114,141,168,mild
110,136,166,mild
114,146,199,mild
95,134,203,mild
95,134,202,mild
97,139,206,mild
100,142,209,mild
99,141,208,mild
98,140,207,mild
97,139,206,mild
97,139,206,mild
119,153,207,mild
102,135,180,mild
103,134,167,mild
119,146,172,mild
119,143,171,mild
119,143,171,mild
115,139,169,mild
112,135,167,mild
108,130,166,mild
112,146,199,mild
98,135,203,mild
103,141,206,mild
100,138,203,mild
97,135,199,mild
97,135,199,mild
95,134,196,mild
95,137,202,mild
95,138,205,mild
96,139,206,mild
98,141,208,mild
99,142,209,mild
108,144,204,mild
114,148,201,mild
99,133,176,mild
118,149,172,mild
119,144,170,mild
119,144,170,mild
116,139,171,mild
115,135,170,mild
112,131,169,mild
110,126,168,mild
108,124,167,mild
113,147,201,mild
99,134,200,mild
106,141,207,mild
104,140,204,mild
101,137,201,mild
102,138,202,mild
99,136,198,mild
99,142,209,mild
98,140,207,mild
99,142,209,mild
111,148,208,mild
114,150,204,mild
97,132,176,mild
111,141,168,mild
117,144,171,mild
117,143,173,mild
115,140,174,mild
113,137,173,mild
111,132,170,mild
109,129,170,mild
107,126,169,mild
107,125,166,mild
111,146,202,mild
96,132,202,mild
102,139,207,mild
96,134,199,mild
95,133,198,mild
100,138,203,mild
101,140,209,mild
99,140,209,mild
106,144,209,mild
119,140,167,mild
116,140,168,mild
115,141,171,mild
115,140,172,mild
114,141,175,mild
112,141,178,mild
103,132,169,mild
104,131,168,mild
106,133,170,mild
114,151,209,mild
97,132,200,mild
98,132,198,mild
96,132,202,mild
97,133,203,mild
103,139,209,mild
100,137,205,mild
99,136,204,mild
103,140,208,mild
100,129,166,mild
117,140,166,mild
119,141,166,mild
118,140,168,mild
116,140,170,mild
115,140,174,mild
113,139,175,mild
111,140,177,mild
101,133,169,mild
102,132,167,mild
105,133,167,mild
113,150,206,mild
95,129,199,mild
97,132,200,mild
98,133,201,mild
97,132,200,mild
96,131,199,mild
99,134,202,mild
98,133,201,mild
102,136,202,mild
98,130,195,mild
102,138,208,mild
100,136,206,mild
102,138,208,mild
102,139,207,mild
101,138,206,mild
104,141,209,mild
104,139,203,mild
100,135,199,mild
110,145,209,mild
119,155,209,mild
119,140,168,mild
118,139,170,mild
114,139,171,mild
113,140,174,mild
106,134,168,mild
113,149,203,mild
96,128,201,mild
102,137,205,mild
97,130,199,mild
98,133,199,mild
98,131,200,mild
97,132,198,mild
99,132,201,mild
96,131,197,mild
104,136,201,mild
98,130,195,mild
96,128,193,mild
96,128,193,mild
95,129,195,mild
102,138,208,mild
100,136,206,mild
99,135,205,mild
102,138,208,mild
103,140,208,mild
102,139,207,mild
101,138,206,mild
100,137,205,mild
98,133,197,mild
97,132,196,mild
118,139,167,mild
117,138,169,mild
113,139,169,mild
113,148,198,mild
99,129,200,mild
97,131,197,mild
98,129,198,mild
98,129,198,mild
107,141,207,mild
99,131,197,mild
95,130,194,mild
99,131,197,mild
99,131,196,mild
96,127,190,mild
96,127,190,mild
97,130,193,mild
98,131,194,mild
95,127,192,mild
96,132,202,mild
99,135,205,mild
100,136,206,mild
101,138,206,mild
102,139,207,mild
104,141,209,mild
104,141,209,mild
101,139,204,mild
98,136,201,mild
106,141,204,mild
106,141,204,mild
117,138,166,mild
116,137,168,mild
114,135,166,mild
114,147,197,mild
99,130,199,mild
98,130,196,mild
104,136,202,mild
102,134,200,mild
97,129,194,mild
95,127,193,mild
98,130,195,mild
96,128,193,mild
99,132,195,mild
98,130,195,mild
96,129,192,mild
97,128,191,mild
99,130,193,mild
99,132,195,mild
96,129,192,mild
96,131,195,mild
96,130,196,mild
97,133,203,mild
97,133,203,mild
101,137,207,mild
104,141,209,mild
103,140,208,mild
104,141,209,mild
105,143,208,mild
101,139,204,mild
102,141,209,mild
108,144,208,mild
117,138,166,mild
115,136,168,mild
114,135,167,mild
113,137,167,mild
115,148,198,mild
99,129,194,mild
99,129,194,mild
97,127,192,mild
97,128,191,mild
97,127,192,mild
95,126,189,mild
98,129,190,mild
99,130,193,mild
100,131,192,mild
99,130,193,mild
98,129,190,mild
95,126,189,mild
96,127,190,mild
98,129,190,mild
99,128,189,mild
95,124,185,mild
97,128,189,mild
100,131,192,mild
99,130,191,mild
97,130,193,mild
99,132,195,mild
95,128,191,mild
98,131,194,mild
95,130,194,mild
97,133,203,mild
101,138,206,mild
104,141,209,mild
100,137,205,mild
99,137,202,mild
103,141,206,mild
106,144,209,mild
104,141,209,mild
109,144,208,mild
115,136,167,mild
116,137,169,mild
114,136,171,mild
110,134,170,mild
109,133,169,mild
107,132,166,mild
111,136,170,mild
113,135,170,mild
113,147,201,mild
98,128,193,mild
100,130,195,mild
98,129,192,mild
105,136,199,mild
104,135,198,mild
105,136,197,mild
107,138,199,mild
98,129,190,mild
99,130,191,mild
104,135,196,mild
109,140,201,mild
112,143,204,mild
114,145,206,mild
113,144,205,mild
108,139,200,mild
103,134,195,mild
99,130,191,mild
97,128,189,mild
101,131,190,mild
96,126,185,mild
95,126,187,mild
98,129,190,mild
99,130,191,mild
100,133,196,mild
104,137,200,mild
97,130,193,mild
96,132,202,mild
99,136,204,mild
101,138,206,mild
98,136,201,mild
106,144,209,mild
106,132,168,mild
109,135,172,mild
109,135,175,mild
108,133,175,mild
105,132,176,mild
104,131,175,mild
101,129,170,mild
106,135,174,mild
108,134,174,mild
102,128,168,mild
110,147,205,mild
95,125,190,mild
95,125,190,mild
95,126,189,mild
97,128,191,mild
101,132,195,mild
104,135,196,mild
107,138,199,mild
102,133,194,mild
110,141,202,mild
111,142,203,mild
102,133,194,mild
99,130,191,mild
99,130,191,mild
106,137,198,mild
108,139,200,mild
109,140,201,mild
108,139,200,mild
104,135,196,mild
99,130,191,mild
102,134,193,mild
100,132,191,mild
96,127,188,mild
96,129,192,mild
97,134,202,mild
97,134,202,mild
98,136,201,mild
101,139,204,mild
100,138,203,mild
100,138,202,mild
106,144,208,mild
111,146,209,mild
111,144,207,mild
107,139,198,mild
95,126,171,mild
110,141,186,mild
100,132,181,mild
96,129,179,mild
96,129,179,mild
98,131,181,mild
98,131,180,mild
98,130,179,mild
96,129,175,mild
96,126,173,mild
95,135,200,mild
115,146,209,mild
113,144,207,mild
111,142,205,mild
111,142,205,mild
112,143,204,mild
113,144,205,mild
105,136,197,mild
110,141,202,mild
114,145,206,mild
113,144,205,mild
110,141,202,mild
107,138,199,mild
107,138,199,mild
109,140,201,mild
107,138,199,mild
110,141,202,mild
113,144,205,mild
117,148,209,mild
117,148,209,mild
116,147,208,mild
115,149,209,mild
115,146,207,mild
111,145,205,mild
110,144,204,mild
111,145,205,mild
112,145,208,mild
111,146,209,mild
106,141,204,mild
105,142,204,mild
107,142,206,mild
106,142,206,mild
107,143,207,mild
106,144,209,mild
108,143,209,mild
103,139,209,mild
97,133,203,mild
104,142,207,mild
104,142,207,mild
107,145,209,mild
106,144,208,mild
109,143,203,mild
110,144,203,mild
105,141,195,mild
110,145,201,mild
103,140,198,mild
102,139,197,mild
96,133,191,mild
97,134,190,mild
98,135,191,mild
101,137,191,mild
102,138,192,mild
105,139,193,mild
105,139,193,mild
105,139,193,mild
104,137,193,mild
99,134,190,mild
102,138,198,mild
109,146,208,mild
107,145,209,mild
99,139,204,mild
101,140,208,mild
113,146,209,mild
113,146,209,mild
111,145,205,mild
110,144,204,mild
108,142,202,mild
106,140,200,mild
106,140,200,mild
108,142,202,mild
110,144,204,mild
113,147,207,mild
114,148,208,mild
115,149,209,mild
104,140,204,mild
102,140,204,mild
104,139,205,mild
102,140,205,mild
102,140,205,mild
100,139,207,mild
102,139,207,mild
102,139,207,mild
103,139,209,mild
98,134,204,mild
106,144,209,mild
95,132,192,mild
97,136,198,mild
98,139,202,mild
98,139,201,mild
98,139,201,mild
100,139,201,mild
100,139,201,mild
101,138,198,mild
100,137,197,mild
100,137,197,mild
97,134,196,mild
113,149,209,mild
109,143,203,mild
104,140,200,mild
108,142,202,mild
109,145,205,mild
112,146,206,mild
110,146,206,mild
112,148,208,mild
111,145,205,mild
108,144,204,mild
109,143,203,mild
106,142,202,mild
108,143,206,mild
108,145,207,mild
110,145,208,mild
110,147,209,mild
111,146,209,mild
109,145,209,mild
108,144,208,mild
105,143,207,mild
99,141,208,mild
100,139,207,mild
99,138,206,mild
96,132,202,mild
99,135,205,mild
100,136,206,mild
95,131,201,mild
96,133,201,mild
102,139,207,mild
105,143,208,mild
103,141,205,mild
107,145,209,mild
97,138,201,mild
95,134,202,mild
95,135,200,mild
96,136,201,mild
102,139,207,mild
100,137,205,mild
99,136,204,mild
100,137,205,mild
103,141,206,mild
106,144,209,mild
106,144,209,mild
101,139,204,mild
100,138,202,mild
105,143,207,mild
112,146,206,mild
114,145,206,mild
100,138,202,mild
101,139,203,mild
95,133,198,mild
97,137,202,mild
99,139,204,mild
100,140,205,mild
